Valeur fonciere,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Cadastre,Prix m2
69000.0,Maison,159.0,7,1945.0,16 215 ZB,433.9622641509434
133000.0,Maison,98.0,5,800.0,16 370 AC,1357.142857142857
123340.0,Maison,68.0,4,264.0,16 199 AP,1813.8235294117646
176180.0,Maison,120.0,5,704.0,16 287 ZI,1468.1666666666667
53050.0,Appartement,46.0,2,0.0,16 15 CT,1153.2608695652175
156100.0,Maison,167.0,5,1033.0,16 385 AH,934.7305389221557
99012.0,Appartement,32.0,2,0.0,16 15 CS,3094.125
186220.0,Maison,80.0,4,196.0,16 15 CD,2327.75
77022.0,Maison,79.0,4,465.0,16 15 CN,974.9620253164557
138450.0,Maison,116.0,7,533.0,16 358 BV,1193.5344827586207
321200.0,Maison,179.0,5,500.0,16 358 BC,1794.4134078212292
118920.08,Maison,104.0,4,989.0,16 368 A,1143.4623076923076
99659.0,Appartement,33.0,2,0.0,16 15 CS,3019.969696969697
84240.0,Appartement,63.0,3,0.0,16 15 AT,1337.142857142857
165160.0,Maison,114.0,4,592.0,16 341 AC,1448.7719298245613
185050.0,Maison,128.0,5,1006.0,16 234 D,1445.703125
161350.0,Maison,70.0,2,219.0,16 287 A,2305.0
61017.0,Maison,49.0,2,49.0,16 291 BC,1245.2448979591836
180770.0,Maison,137.0,6,684.0,16 232 AB,1319.4890510948906
142105.0,Maison,85.0,3,402.0,16 15 CE,1671.8235294117646
193723.0,Maison,151.0,6,783.0,16 227 E,1282.9337748344371
228690.0,Maison,140.0,8,388.0,16 15 AW,1633.5
85020.0,Maison,54.0,1,2513.0,16 14 A,1574.4444444444443
235700.0,Maison,248.0,6,1506.0,16 112 B,950.4032258064516
309200.0,Maison,126.0,6,203.0,16 15 AI,2453.968253968254
163975.0,Maison,104.0,5,945.0,16 148 ZT,1576.6826923076924
199850.0,Maison,110.0,5,630.0,16 15 AY,1816.8181818181818
413450.0,Maison,154.0,5,710.0,16 15 AI,2684.7402597402597
63340.0,Appartement,46.0,2,0.0,16 15 BT,1376.9565217391305
154206.0,Maison,96.0,4,0.0,16 291 AT,1606.3125
215710.0,Maison,174.0,5,587.0,16 138 AL,1239.712643678161
45000.0,Maison,71.0,4,1299.0,16 394 B,633.8028169014085
77184.0,Maison,166.0,5,1780.0,16 283 D,464.96385542168673
478080.0,Maison,303.0,7,1230.0,16 415 B,1577.8217821782177
252895.0,Maison,129.0,4,101.0,16 28 AC,1960.4263565891472
169387.0,Maison,111.0,5,1453.0,16 28 D,1526.009009009009
130000.0,Maison,100.0,4,1205.0,16 77 B,1300.0
96580.0,Maison,90.0,3,53.0,16 15 AY,1073.111111111111
372850.0,Maison,152.0,5,280.0,16 15 AW,2452.9605263157896
161600.0,Maison,90.0,5,660.0,16 15 CT,1795.5555555555557
552800.0,Appartement,139.0,4,1469.0,16 74 C,3976.978417266187
125309.0,Maison,98.0,5,318.0,16 154 B,1278.6632653061224
105370.0,Maison,80.0,2,1125.0,16 66 ZS,1317.125
190080.0,Maison,104.0,5,690.0,16 358 AZ,1827.6923076923076
118280.0,Maison,62.0,4,546.0,16 154 C,1907.741935483871
236918.0,Maison,107.0,6,93.0,16 15 AM,2214.1869158878503
210779.0,Maison,148.0,5,781.0,16 271 AZ,1424.1824324324325
166170.0,Maison,89.0,4,239.0,16 358 BC,1867.0786516853932
162430.0,Appartement,90.0,3,0.0,16 15 BH,1804.7777777777778
140930.0,Maison,120.0,7,1126.0,16 385 AH,1174.4166666666667
192350.0,Maison,80.0,4,987.0,16 66 E,2404.375
364570.0,Maison,207.0,5,768.0,16 271 AO,1761.207729468599
569850.0,Maison,29.0,1,0.0,16 15 AK,19650.0
53000.0,Maison,62.0,2,2400.0,16 254 ZB,854.8387096774194
137483.0,Maison,170.0,5,1000.0,16 287 ZN,808.7235294117647
49000.0,Maison,50.0,1,588.0,16 263 ZE,980.0
73675.0,Maison,103.0,4,154.0,16 15 BZ,715.2912621359224
155040.0,Maison,97.0,4,920.0,16 175 B,1598.3505154639174
187970.0,Maison,107.0,4,1109.0,16 320 ZT,1756.728971962617
171850.0,Maison,199.0,5,660.0,16 28 B,863.5678391959799
148440.0,Maison,92.0,3,594.0,16 15 BC,1613.4782608695652
20000.0,Maison,37.0,2,163.0,16 162 C,540.5405405405405
145068.0,Maison,91.0,4,420.0,16 154 B,1594.1538461538462
51670.0,Appartement,42.0,1,0.0,16 15 BY,1230.2380952380952
155370.0,Appartement,143.0,3,0.0,16 15 AP,1086.5034965034965
296970.0,Maison,156.0,6,1026.0,16 120 A,1903.6538461538462
240260.0,Maison,168.0,4,814.0,16 46 A,1430.1190476190477
111620.0,Maison,92.0,4,337.0,16 15 CV,1213.2608695652175
96781.0,Maison,99.0,5,352.0,16 154 B,977.5858585858585
199672.0,Appartement,17.0,1,1196.0,16 358 AP,11745.411764705883
136355.0,Maison,131.0,5,1083.0,16 73 A,1040.8778625954199
134100.0,Maison,94.0,4,336.0,16 166 BA,1426.595744680851
146950.0,Maison,97.0,4,302.0,16 187 AL,1514.9484536082475
172132.0,Maison,60.0,3,1101.0,16 263 ZE,2868.866666666667
111420.0,Maison,78.0,4,1391.0,16 230 E,1428.4615384615386
93024.0,Maison,74.0,4,497.0,16 15 CE,1257.081081081081
230940.0,Maison,143.0,4,702.0,16 236 AA,1614.9650349650349
116279.0,Appartement,112.0,3,0.0,16 15 AN,1038.205357142857
195351.0,Maison,128.0,5,1000.0,16 26 ZC,1526.1796875
172180.0,Appartement,40.0,2,101.0,16 15 AO,4304.5
135000.0,Maison,127.0,6,500.0,16 420 C,1062.992125984252
114091.0,Maison,89.0,4,367.0,16 154 B,1281.9213483146068
105000.0,Maison,81.0,4,1130.0,16 117 ZC,1296.2962962962963
197550.0,Maison,91.0,3,270.0,16 374 AX,2170.879120879121
87590.0,Maison,78.0,4,0.0,16 341 AI,1122.948717948718
132860.0,Maison,73.0,4,624.0,16 374 AX,1820.0
151890.0,Maison,95.0,5,390.0,16 358 BK,1598.842105263158
134150.0,Maison,74.0,4,410.0,16 15 BH,1812.837837837838
191165.0,Maison,84.0,5,132.0,16 15 CD,2275.7738095238096
126000.0,Maison,98.0,4,500.0,16 303 F,1285.7142857142858
39445.0,Appartement,22.0,1,0.0,16 15 CS,1792.9545454545455
140950.0,Maison,91.0,4,510.0,16 154 B,1548.901098901099
39142.0,Maison,40.0,2,260.0,16 15 BH,978.55
162037.0,Maison,205.0,5,2788.0,16 384 B,790.4243902439024
311530.0,Maison,77.0,3,114.0,16 154 B,4045.844155844156
265050.0,Maison,124.0,4,100.0,16 15 AM,2137.5
118279.0,Maison,85.0,4,525.0,16 15 BN,1391.5176470588235
333174.0,Appartement,212.0,5,0.0,16 15 AN,1571.5754716981132
135250.0,Maison,86.0,4,1080.0,16 78 AV,1572.6744186046512
245332.0,Maison,120.0,4,72.0,16 15 AN,2044.4333333333334
109950.0,Maison,80.0,4,984.0,16 28 A,1374.375
81818.0,Maison,52.0,4,110.0,16 154 C,1573.423076923077
192400.0,Maison,108.0,5,396.0,16 15 AD,1781.4814814814815
107950.0,Maison,75.0,4,0.0,16 374 AC,1439.3333333333333
129575.0,Maison,77.0,4,88.0,16 154 D,1682.7922077922078
330279.0,Maison,124.0,3,990.0,16 15 AC,2663.5403225806454
63515.0,Maison,95.0,5,904.0,16 291 AK,668.578947368421
172717.0,Maison,112.0,5,810.0,16 78 AX,1542.1160714285713
135720.0,Appartement,89.0,3,0.0,16 15 CL,1524.943820224719
134288.27,Maison,136.0,5,122.0,16 285 AB,987.4137499999999
171000.0,Maison,108.0,4,805.0,16 89 AN,1583.3333333333333
105500.0,Appartement,59.0,3,780.0,16 292 BC,1788.135593220339
76500.0,Maison,71.0,3,135.0,16 378 AM,1077.4647887323943
78000.0,Maison,95.0,3,277.0,16 373 AD,821.0526315789474
351000.0,Maison,104.0,5,229.0,16 169 AD,3375.0
80000.0,Maison,100.0,5,587.0,16 217 AI,800.0
288000.0,Maison,201.0,5,500.0,16 290 C,1432.8358208955224
190000.0,Maison,104.0,5,807.0,16 145 ZM,1826.923076923077
158000.0,Maison,57.0,2,1000.0,16 242 D,2771.9298245614036
141700.0,Maison,100.0,4,796.0,16 206 B,1417.0
348000.0,Maison,198.0,5,1560.0,16 12 B,1757.5757575757575
183000.0,Maison,131.0,6,916.0,16 193 AS,1396.9465648854962
260000.0,Maison,120.0,4,495.0,16 211 D,2166.6666666666665
226000.0,Maison,100.0,4,1904.0,16 379 D,2260.0
193150.0,Maison,91.0,3,950.0,16 82 B,2122.5274725274726
250000.0,Maison,130.0,4,831.0,16 174 ZH,1923.076923076923
80000.0,Maison,96.0,3,1262.0,16 70 AL,833.3333333333334
370000.0,Maison,284.0,8,680.0,16 216 D,1302.8169014084508
33000.0,Maison,55.0,2,124.0,16 131 C,600.0
107000.0,Maison,89.0,5,580.0,16 85 D,1202.247191011236
161502.0,Maison,315.0,6,2886.0,16 110 A,512.7047619047619
128640.0,Maison,113.0,4,635.0,16 269 A,1138.4070796460178
225100.0,Maison,48.0,2,487.0,16 241 B,4689.583333333333
275000.0,Maison,130.0,5,500.0,16 58 AP,2115.3846153846152
71850.0,Maison,120.0,5,1380.0,16 250 A,598.75
141808.0,Maison,106.0,6,347.0,16 154 B,1337.811320754717
25000.0,Maison,46.0,2,3484.0,16 264 B,543.4782608695652
19000.0,Maison,19.0,1,546.0,16 7 C,1000.0
137200.0,Maison,91.0,3,1122.0,16 300 C,1507.6923076923076
95760.0,Appartement,18.0,1,0.0,16 358 BL,5320.0
59000.0,Maison,78.0,3,143.0,16 237 B,756.4102564102565
40000.0,Maison,82.0,4,1367.0,16 185 E,487.8048780487805
136000.0,Maison,70.0,4,865.0,16 90 AW,1942.857142857143
156800.0,Maison,93.0,5,1007.0,16 200 A,1686.021505376344
293750.0,Maison,140.0,5,1000.0,16 18 AA,2098.214285714286
70000.0,Maison,58.0,3,1882.0,16 65 G,1206.896551724138
148722.0,Maison,88.0,5,484.0,16 89 AX,1690.0227272727273
133000.0,Maison,80.0,4,1253.0,16 157 C,1662.5
103629.8,Maison,65.0,2,1025.0,16 18 AC,1594.3046153846153
49098.5,Maison,100.0,3,4240.0,16 281 AC,490.985
167000.0,Maison,96.0,4,1156.0,16 104 D,1739.5833333333333
28000.0,Maison,70.0,3,372.0,16 409 ZW,400.0
372330.0,Maison,140.0,5,811.0,16 15 DP,2659.5
121000.0,Maison,102.0,4,1056.0,16 209 AB,1186.2745098039215
114000.0,Maison,119.0,4,96.0,16 412 B,957.9831932773109
146340.0,Maison,91.0,4,802.0,16 58 AP,1608.131868131868
90000.0,Maison,77.0,3,271.0,16 233 A,1168.8311688311687
196480.0,Maison,111.0,5,925.0,16 199 AN,1770.0900900900901
250499.0,Maison,124.0,4,951.0,16 199 AN,2020.1532258064517
159000.0,Maison,124.0,4,1000.0,16 135 C,1282.258064516129
146500.0,Maison,121.0,3,663.0,16 416 D,1210.7438016528927
49850.0,Maison,84.0,3,384.0,16 102 BL,593.452380952381
525005.0,Maison,300.0,7,280.0,16 15 AI,1750.0166666666667
193950.0,Appartement,50.0,2,385.0,16 15 BH,3879.0
41182.0,Appartement,18.0,1,0.0,16 15 AW,2287.8888888888887
130000.0,Maison,149.0,6,680.0,16 359 H,872.48322147651
93911.0,Maison,65.0,3,398.0,16 291 AZ,1444.7846153846153
70000.0,Maison,77.0,4,237.0,16 272 B,909.0909090909091
142000.0,Maison,208.0,4,755.0,16 183 D,682.6923076923077
273150.0,Maison,189.0,7,13200.0,16 225 ZB,1445.2380952380952
74800.0,Maison,100.0,4,177.0,16 226 C,748.0
136000.0,Maison,103.0,3,2035.0,16 329 F,1320.388349514563
65681.0,Appartement,42.0,2,0.0,16 15 BT,1563.8333333333333
120000.0,Maison,91.0,3,347.0,16 197 C,1318.6813186813188
474050.0,Maison,239.0,6,1000.0,16 271 AM,1983.4728033472804
148300.0,Maison,75.0,3,80.0,16 15 AW,1977.3333333333333
171745.0,Maison,140.0,5,1834.0,16 242 AK,1226.75
257860.0,Maison,159.0,6,392.0,16 102 AE,1621.7610062893082
130000.0,Maison,70.0,3,1067.0,16 191 ZD,1857.142857142857
89000.0,Maison,76.0,3,849.0,16 11 B,1171.0526315789473
155190.0,Maison,119.0,6,407.0,16 102 AN,1304.1176470588234
141630.0,Maison,86.0,4,364.0,16 166 AW,1646.860465116279
378600.0,Maison,110.0,6,264.0,16 15 AI,3441.818181818182
248745.0,Maison,164.0,5,1200.0,16 84 A,1516.7378048780488
124850.0,Maison,83.0,4,1000.0,16 123 A,1504.2168674698796
409350.0,Maison,165.0,4,1048.0,16 358 BC,2480.909090909091
123050.0,Maison,90.0,4,151.0,16 374 AX,1367.2222222222222
403075.0,Maison,231.0,7,4510.0,16 242 A,1744.9134199134198
58500.0,Maison,86.0,3,810.0,16 261 F,680.2325581395348
118000.0,Maison,120.0,4,214.0,16 400 D,983.3333333333334
251860.0,Maison,105.0,5,1000.0,16 151 ZM,2398.6666666666665
253650.0,Maison,110.0,5,2020.0,16 102 BM,2305.909090909091
150661.0,Maison,84.0,4,0.0,16 358 AR,1793.5833333333333
253265.0,Maison,161.0,6,1610.0,16 369 C,1573.0745341614906
31010.0,Appartement,18.0,1,0.0,16 15 CS,1722.7777777777778
192460.0,Maison,80.0,4,1000.0,16 388 AA,2405.75
57713.0,Maison,47.0,3,224.0,16 166 AX,1227.936170212766
115990.0,Maison,80.0,4,370.0,16 15 CW,1449.875
156645.0,Maison,152.0,2,530.0,16 5 AH,1030.5592105263158
39120.0,Maison,80.0,3,702.0,16 191 D,489.0
377650.0,Maison,180.0,4,500.0,16 102 AK,2098.0555555555557
172420.0,Maison,97.0,4,500.0,16 348 AE,1777.5257731958764
573656.0,Maison,138.0,4,9580.0,16 337 H,4156.927536231884
115000.0,Maison,141.0,4,370.0,16 189 B,815.6028368794326
104125.0,Maison,98.0,5,1169.0,16 236 AC,1062.5
50917.0,Appartement,68.0,2,0.0,16 281 AD,748.7794117647059
711000.0,Maison,390.0,11,1000.0,16 174 AA,1823.076923076923
115150.0,Maison,73.0,5,100.0,16 286 AE,1577.3972602739725
65000.0,Maison,60.0,4,223.0,16 186 B,1083.3333333333333
171090.0,Maison,109.0,4,1508.0,16 85 D,1569.633027522936
131870.0,Maison,72.0,4,274.0,16 15 AW,1831.5277777777778
65140.0,Appartement,42.0,1,0.0,16 15 CS,1550.952380952381
55000.0,Maison,72.0,3,900.0,16 122 A,763.8888888888889
153000.0,Maison,140.0,4,325.0,16 98 B,1092.857142857143
60600.0,Maison,78.0,5,941.0,16 2 AB,776.9230769230769
128360.0,Maison,108.0,4,600.0,16 146 AS,1188.5185185185185
250960.0,Maison,78.0,3,453.0,16 15 AY,3217.4358974358975
114010.0,Maison,90.0,4,84.0,16 143 H,1266.7777777777778
149270.0,Maison,97.0,4,1535.0,16 30 H,1538.8659793814434
153271.0,Maison,68.0,4,1149.0,16 166 AO,2253.985294117647
285650.0,Appartement,38.0,2,180.0,16 15 AK,7517.105263157895
181670.0,Maison,114.0,4,500.0,16 330 AB,1593.5964912280701
61838.0,Maison,65.0,3,446.0,16 66 ZB,951.3538461538461
117000.0,Maison,86.0,4,1270.0,16 67 B,1360.4651162790697
230190.0,Maison,162.0,5,332.0,16 358 BR,1420.9259259259259
220700.0,Maison,113.0,5,757.0,16 358 AH,1953.0973451327434
46001.0,Maison,84.0,5,567.0,16 187 AL,547.6309523809524
302770.0,Maison,140.0,5,724.0,16 19 E,2162.6428571428573
232580.0,Maison,176.0,5,1878.0,16 289 A,1321.4772727272727
120650.0,Maison,99.0,4,1116.0,16 93 A,1218.6868686868686
30810.0,Maison,36.0,3,511.0,16 124 AA,855.8333333333334
124881.0,Maison,70.0,3,128.0,16 85 AD,1784.0142857142857
190000.0,Maison,113.0,5,850.0,16 116 B,1681.41592920354
158150.0,Maison,81.0,3,356.0,16 154 D,1952.469135802469
214240.0,Maison,117.0,8,952.0,16 18 AB,1831.111111111111
391850.0,Maison,270.0,9,582.0,16 167 AS,1451.2962962962963
295700.0,Maison,198.0,5,500.0,16 88 D,1493.4343434343434
246683.0,Maison,146.0,5,695.0,16 15 AZ,1689.609589041096
341356.28,Maison,84.0,5,3060.0,16 351 B,4063.7652380952386
68810.0,Maison,100.0,5,230.0,16 251 B,688.1
255600.0,Maison,191.0,4,2000.0,16 226 G,1338.219895287958
132076.0,Maison,80.0,2,440.0,16 15 CK,1650.95
62830.0,Appartement,44.0,2,0.0,16 15 BH,1427.9545454545455
228700.0,Maison,115.0,4,1396.0,16 61 AT,1988.695652173913
244710.0,Maison,120.0,5,259.0,16 102 AE,2039.25
349900.0,Maison,188.0,6,1715.0,16 362 C,1861.1702127659576
103500.0,Maison,98.0,5,500.0,16 137 ZO,1056.1224489795918
217435.0,Maison,200.0,6,1108.0,16 359 E,1087.175
195600.0,Maison,113.0,5,500.0,16 236 AD,1730.9734513274336
121110.0,Maison,76.0,3,0.0,16 323 E,1593.5526315789473
470645.0,Maison,52.0,1,5485.0,16 348 BA,9050.865384615385
157000.0,Maison,145.0,4,1760.0,16 307 ZE,1082.7586206896551
182450.0,Maison,90.0,3,290.0,16 120 B,2027.2222222222222
127150.0,Maison,87.0,3,300.0,16 73 A,1461.4942528735633
65315.0,Maison,86.0,4,252.0,16 292 AX,759.4767441860465
192730.0,Maison,159.0,4,1071.0,16 209 AB,1212.138364779874
223650.0,Maison,121.0,5,182.0,16 102 AY,1848.3471074380166
159720.0,Maison,110.0,5,1000.0,16 277 AA,1452.0
159210.0,Maison,90.0,4,823.0,16 61 AS,1769.0
153861.0,Maison,148.0,5,623.0,16 19 AB,1039.6013513513512
157884.0,Maison,89.0,4,776.0,16 281 AH,1773.9775280898875
130575.0,Maison,104.0,4,1087.0,16 65 ZY,1255.5288461538462
302535.0,Maison,260.0,5,1000.0,16 120 C,1163.5961538461538
159950.0,Maison,94.0,4,927.0,16 281 AH,1701.595744680851
136805.0,Maison,99.0,4,1040.0,16 26 AD,1381.8686868686868
117250.0,Maison,99.0,5,306.0,16 166 BB,1184.3434343434344
95700.0,Maison,123.0,4,500.0,16 343 A,778.0487804878048
216900.0,Maison,99.0,6,240.0,16 15 AV,2190.909090909091
162810.0,Maison,124.0,4,1650.0,16 192 B,1312.983870967742
127500.0,Maison,132.0,4,1000.0,16 9 A,965.9090909090909
148120.0,Maison,74.0,3,500.0,16 415 D,2001.6216216216217
20951.0,Appartement,48.0,2,0.0,16 15 CV,436.4791666666667
160400.0,Maison,118.0,4,1000.0,16 393 YC,1359.322033898305
166762.0,Maison,90.0,4,703.0,16 287 H,1852.911111111111
95694.0,Maison,92.0,5,270.0,16 102 BR,1040.1521739130435
568250.0,Maison,220.0,4,426.0,16 15 AK,2582.9545454545455
127222.0,Appartement,16.0,1,245.0,16 15 BE,7951.375
264135.0,Maison,100.0,3,828.0,16 227 C,2641.35
416535.0,Maison,250.0,8,2017.0,16 348 AR,1666.14
197682.0,Maison,160.0,5,5000.0,16 125 AD,1235.5125
140001.0,Maison,118.0,2,876.0,16 106 C,1186.449152542373
250650.0,Maison,120.0,4,142.0,16 15 BK,2088.75
73175.42,Maison,64.0,3,521.0,16 15 DK,1143.3659375
80625.0,Maison,45.0,3,35.0,16 15 AT,1791.6666666666667
190829.0,Maison,96.0,4,0.0,16 61 AL,1987.8020833333333
380750.0,Maison,260.0,7,2535.0,16 312 AB,1464.423076923077
260300.0,Maison,156.0,4,1267.0,16 97 AN,1668.5897435897436
71041.0,Appartement,55.0,3,0.0,16 341 AI,1291.6545454545455
120101.0,Maison,103.0,3,370.0,16 101 A,1166.0291262135922
257259.81,Maison,97.0,4,421.0,16 304 AL,2652.1629896907216
63834.0,Maison,50.0,2,74.0,16 15 BH,1276.68
122340.0,Maison,97.0,4,132.0,16 374 AD,1261.2371134020618
99850.0,Appartement,47.0,2,136.0,16 106 AD,2124.468085106383
107630.0,Appartement,65.0,3,0.0,16 166 AW,1655.8461538461538
177470.0,Maison,96.0,3,2612.0,16 375 A,1848.6458333333333
146450.0,Maison,92.0,4,1118.0,16 330 AB,1591.8478260869565
156685.0,Maison,100.0,3,576.0,16 168 ZK,1566.85
127180.0,Maison,87.0,3,2000.0,16 153 A,1461.83908045977
282005.0,Maison,170.0,4,1070.0,16 281 AI,1658.8529411764705
68450.0,Maison,93.0,3,196.0,16 300 A,736.0215053763441
762150.0,Maison,480.0,9,677.0,16 102 AW,1587.8125
209790.0,Maison,181.0,5,1052.0,16 191 D,1159.0607734806629
55801.0,Maison,80.0,3,0.0,16 144 AM,697.5125
152150.0,Maison,167.0,5,550.0,16 393 B,911.0778443113772
371900.0,Appartement,260.0,11,372.0,16 102 BC,1430.3846153846155
127650.0,Maison,90.0,4,1289.0,16 5 AH,1418.3333333333333
105290.0,Maison,70.0,3,81.0,16 154 D,1504.142857142857
151410.0,Maison,95.0,4,1054.0,16 388 AB,1593.7894736842106
114390.0,Maison,106.0,5,601.0,16 154 A,1079.1509433962265
154180.0,Maison,81.0,4,249.0,16 15 BM,1903.4567901234568
63160.0,Maison,59.0,3,55.0,16 206 AB,1070.5084745762713
121850.0,Maison,94.0,4,347.0,16 15 CX,1296.276595744681
340950.0,Maison,170.0,6,298.0,16 15 BL,2005.5882352941176
93333.33,Appartement,26.0,1,0.0,16 102 AY,3589.743461538462
111700.0,Maison,100.0,5,1105.0,16 281 AH,1117.0
229300.0,Maison,112.0,3,1060.0,16 272 ZE,2047.3214285714287
77760.0,Appartement,48.0,2,0.0,16 15 AC,1620.0
231600.0,Maison,164.0,5,500.0,16 45 A,1412.1951219512196
79318.0,Maison,120.0,6,265.0,16 86 A,660.9833333333333
266610.0,Maison,142.0,4,500.0,16 348 AN,1877.5352112676057
106524.77,Maison,102.0,3,674.0,16 292 AL,1044.3604901960784
107350.0,Maison,90.0,4,1092.0,16 50 C,1192.7777777777778
97608.0,Maison,74.0,4,530.0,16 113 AD,1319.027027027027
61283.0,Maison,113.0,3,568.0,16 191 ZD,542.3274336283185
66420.0,Maison,62.0,3,424.0,16 106 AD,1071.2903225806451
47430.0,Maison,90.0,4,792.0,16 9 A,527.0
210340.0,Maison,171.0,6,903.0,16 242 D,1230.0584795321638
119670.0,Maison,86.0,4,487.0,16 61 AK,1391.5116279069769
123365.0,Maison,143.0,6,1525.0,16 142 AH,862.6923076923077
70000.0,Maison,121.0,5,372.0,16 273 AB,578.5123966942149
139510.0,Maison,101.0,3,4110.0,16 134 A,1381.2871287128712
156050.0,Maison,117.0,3,1074.0,16 205 G,1333.7606837606838
125750.0,Maison,125.0,5,1000.0,16 200 B,1006.0
119226.0,Maison,70.0,3,350.0,16 231 E,1703.2285714285715
154747.0,Maison,111.0,5,966.0,16 353 ZH,1394.117117117117
67570.0,Maison,123.0,4,610.0,16 106 AI,549.349593495935
76450.0,Maison,86.0,3,86.0,16 144 AM,888.953488372093
80835.0,Maison,90.0,4,330.0,16 83 AC,898.1666666666666
207490.0,Maison,134.0,2,1655.0,16 281 AR,1548.4328358208954
78080.0,Maison,58.0,3,380.0,16 24 D,1346.2068965517242
33999.0,Maison,72.0,5,210.0,16 225 AB,472.2083333333333
130620.0,Maison,120.0,4,1091.0,16 209 C,1088.5
76690.0,Maison,50.0,2,260.0,16 124 C,1533.8
137415.0,Maison,211.0,7,300.0,16 70 AK,651.2559241706161
91060.0,Maison,50.0,2,265.0,16 84 B,1821.2
234146.0,Maison,232.0,6,2685.0,16 173 ZA,1009.25
143120.0,Maison,117.0,3,1350.0,16 127 B,1223.2478632478633
81178.0,Maison,82.0,4,649.0,16 124 AA,989.9756097560976
140110.0,Maison,135.0,6,1007.0,16 192 B,1037.851851851852
58430.0,Maison,130.0,3,373.0,16 183 ZK,449.46153846153845
105263.0,Maison,93.0,3,250.0,16 16 C,1131.8602150537633
60354.0,Maison,73.0,3,690.0,16 192 AI,826.7671232876712
128710.0,Maison,112.0,3,487.0,16 241 B,1149.1964285714287
124740.0,Maison,92.0,4,1000.0,16 282 ZE,1355.8695652173913
44444.0,Maison,52.0,2,345.0,16 379 D,854.6923076923077
90000.0,Maison,134.0,2,7120.0,16 108 ZB,671.6417910447761
101493.0,Maison,139.0,5,726.0,16 280 C,730.1654676258993
31625.0,Maison,70.0,3,333.0,16 253 AB,451.7857142857143
137360.0,Maison,91.0,4,1300.0,16 281 AR,1509.4505494505495
158125.0,Maison,131.0,5,1530.0,16 7 A,1207.0610687022902
149420.0,Maison,89.0,4,1084.0,16 282 C,1678.876404494382
295870.0,Maison,260.0,7,750.0,16 268 B,1137.9615384615386
166084.0,Maison,92.0,4,951.0,16 61 H,1805.2608695652175
136898.62,Maison,100.0,4,1000.0,16 5 AD,1368.9862
132550.0,Maison,100.0,4,1012.0,16 16 D,1325.5
450600.0,Maison,240.0,6,423.0,16 292 AP,1877.5
172100.0,Maison,95.0,4,1000.0,16 24 E,1811.578947368421
176748.0,Maison,180.0,5,132.0,16 168 AA,981.9333333333333
55060.0,Maison,103.0,3,561.0,16 192 AE,534.5631067961165
49275.0,Maison,40.0,2,93.0,16 281 AV,1231.875
155145.0,Maison,165.0,6,990.0,16 68 F,940.2727272727273
209926.0,Maison,113.0,5,626.0,16 61 E,1857.7522123893805
209520.0,Maison,184.0,5,408.0,16 61 D,1138.695652173913
73372.0,Maison,75.0,4,510.0,16 102 AO,978.2933333333333
102492.7,Maison,84.0,3,92.0,16 102 AR,1220.1511904761905
94200.0,Appartement,25.0,1,0.0,16 102 AY,3768.0
119610.0,Maison,65.0,3,177.0,16 387 A,1840.1538461538462
128450.0,Maison,92.0,4,289.0,16 102 AS,1396.195652173913
208440.0,Maison,148.0,5,925.0,16 369 A,1408.3783783783783
205458.0,Maison,130.0,5,798.0,16 217 AH,1580.446153846154
136062.0,Maison,60.0,3,141.0,16 102 AX,2267.7
106585.0,Maison,60.0,2,77.0,16 102 AY,1776.4166666666667
97230.0,Appartement,88.0,3,0.0,16 102 AS,1104.8863636363637
160480.0,Maison,115.0,6,670.0,16 102 AD,1395.4782608695652
89770.0,Maison,103.0,3,104.0,16 90 AO,871.5533980582525
251550.0,Maison,217.0,6,1410.0,16 340 C,1159.2165898617511
284900.0,Maison,115.0,4,208.0,16 102 AR,2477.391304347826
242180.0,Maison,150.0,5,870.0,16 58 AO,1614.5333333333333
126300.0,Appartement,35.0,1,267.0,16 102 AD,3608.5714285714284
80062.5,Maison,75.0,4,510.0,16 167 AN,1067.5
160930.0,Maison,110.0,5,324.0,16 102 BE,1463.0
428571.4,Maison,226.0,7,1015.0,16 216 C,1896.3336283185843
301800.0,Appartement,96.0,3,455.0,16 102 AT,3143.75
163494.9,Maison,100.0,4,108.0,16 102 BD,1634.9489999999998
278875.0,Maison,155.0,6,3780.0,16 145 ZM,1799.1935483870968
135900.0,Maison,82.0,4,621.0,16 277 ZA,1657.3170731707316
109470.0,Maison,164.0,4,1000.0,16 204 C,667.5
34450.0,Maison,40.0,2,24.0,16 90 AI,861.25
131545.0,Maison,85.0,4,1088.0,16 139 A,1547.5882352941176
584600.0,Maison,230.0,8,1017.0,16 102 AV,2541.7391304347825
176860.0,Maison,112.0,4,408.0,16 330 AM,1579.107142857143
110940.0,Maison,118.0,4,200.0,16 57 B,940.1694915254237
105505.0,Maison,132.0,5,3345.0,16 204 B,799.280303030303
213540.0,Maison,132.0,6,754.0,16 330 AO,1617.7272727272727
159750.0,Maison,120.0,5,256.0,16 102 AT,1331.25
107145.71,Maison,112.0,4,1505.0,16 32 D,956.658125
274181.72,Maison,128.0,7,237.0,16 102 BD,2142.0446875
242250.0,Maison,188.0,6,892.0,16 330 AL,1288.563829787234
200000.0,Maison,82.0,3,1152.0,17 91 A,2439.0243902439024
310300.0,Maison,105.0,4,290.0,17 414 ZH,2955.2380952380954
